,video_title,view_count,like_count,comment_count,wikipedia_categories,duration_seconds,comments
30,Shawn Mendes - Stitches ,1583467592,11494664.0,426288,"Music, Pop music",240.0,"['I Love your songs Ive been listening to them for sence i was a few Years old', '1 billion views man I feel old', 'One of the best songs from old times and tbh still to this day❤', 'Yeah shawn mendes lad kickback on it brrr', 'Hello, your song is beautiful. I like your song. I hope you will write more songs like this.', 'Omg Great ❤❤❤❤❤❤❤ man you are the best 👏🫡❤❤❤❤❤❤❤💯', 'life is awesome and great again with shawn and his voice is always hot and good!', 'Me', 'Só agora eu tô curtindo esse tipo de música, depois de atravessar uma situação de m3rd4 e finalmente ter me recuperado não dói mais ouvir esse tipo de som', 'Me']"
31,Nelly - Dilemma ,1516611452,8023683.0,183659,"Hip hop music, Music, Pop music, Rhythm and blues",281.0,"['Fantastic lo mejor de lo mejor Ae love hip hop track miusic Fantastic congratulaichong mis brohter siempre en el corazon', 'I can’t believe they really lived like this in 2009, it’s so cool, it’s like it was modern😮😊🙂🥹', 'who is here 2024 banging and bragging?', 'Еера❤❤❤', 'Assisto do Brasil em 2024 !! 🇧🇷❤️', 'Am rachid from morroco im lisent that song evrydays wow  that best song Peace The golden generation ❤❤❤❤ 2024/2/7', 'Temazo', ""Who's still here 2026 🔥"", '🎉', 'Ofcourse']"
32,Rick Astley - Never Gonna Give You Up ,1501446183,17266601.0,2302804,"Music, Pop music",213.0,"['1 BILLION views for Never Gonna Give You Up!\xa0 Amazing, crazy, wonderful! Rick ♥️', 'I just rick rolled my wife and felt the immediate need to listen to this amazing song again. Good times. Looking forward to rick rolling my future kids.', 'Happy birthday', 'fuck', 'Mrwhosetheboss had QR code in one of his videos and it brought me here 😂', '1987 Vs 2022 Vs 2024', '1.5 Billion Views For Never Give You Up! Amazing, crazy, wonderful! Rick ❤', '님들 여기에 기프티콘 50개 넘게있음 남들이 먹기전에 빨리 먹으셈 한사람당 한개씩임', '1 501  435 081 просмотров ????????????????', 'https://youtu.be/dQw4w9WgXcQ?si=yHwIgQPW11Fw7pdH']"
33,Katy Perry - Last Friday Night ,1496978351,6999907.0,428726,"Music, Pop music",485.0,"['Whos here from 2024😭😭', 'I feel bad for the nerd.', 'life was so easier when this came out', 'whos here in 2024 listening to this amazing song', 'Me. Of course', 'The vibez hit hard when I seen them play Just Dance on the Wii lmfao', 'La primera vez que escuche esta musica fue en Octubre del 2019, pero com imagenes editadas de MLP', ""It's a pleasure to see a cool video that isn't tainted by feminism and bodypositiv"", '2024', 'So funny how people don’t realize that they have no right of privacy when they’re talking about something like that']"
34,The Cranberries - Zombie ,1492742944,7769851.0,328634,"Music, Rock music",308.0,"['""We are so delighted with the news that Zombie has reached 1 Billion views on YouTube! 🎉 We are sure Dolores has a big, proud smile on her face too. \nThank you so much to all our fans around the world for supporting us over so many years. \nHopefully you are all safe and well in this bizarre time and managing to find some hope and positivity in our music."" ❤️\n- Fergal Lawler', 'This is 2024', 'Anyone in 2024?', '2024 ❤😢', 'Dolores fue una Reina...\nY Nombró Caballeros a todos los que tuvimos el Honor de disfrutar de la Vida a través de Su Música\nLogró que nuestras vidas fueran más Emocionantes por lo que jamás la olvidaremos 🎼❤️🎼', 'The amount of testosterone this song has😭🦅', 'Эта песня, как бы это странно не звучало, была той самой песней под которую я танцевал свой первый медляк с девочкой в пионерском лагере в 90-х годах, поэтому она мне дорога до сих пор)', 'So your just supposed to allow the enemy to murder your family?  Commies', 'who is listening in 2024🎉😊', 'All these years later and this is still 1 of the most powerful songs ever written']"
35,Lukas Graham - 7 Years [Official Music Video],1489003116,10477361.0,336601,"Hip hop music, Music, Pop music",240.0,"['Who’s here before 1 billion views?', ""I still remember listening to this song on the radio as a kid and loving it not truly knowing the meaning behind it and now when I listen to this song it makes me want to cry thinking about the future how old I've gotten and how old I will get but now I try not to worry about the future too much because I know there's a plan for me."", 'Here in February 2024!', 'Im now 16', 'Who is listening to this relatable masterpiece in 2024❤', 'Braba d MAIS', ""Who's here in 2024?❤"", '😢😢😢', 'I was 2 when this song came out', 'Bro I was 4 when this released and now I’m 12']"
36,The Weeknd - Save Your Tears ,1464069308,8900781.0,294476,"Music, Pop music, Rhythm and blues, Soul music",249.0,"['Good song', 'When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕', 'lana is so gorgeously elegant. Absolutel siren doe eyed beauty.', 'bro u GigaChad?', 'MASTERPIECE', 'Love his music, but man, his videos are weird, self violence', ""Very informative, I tried what I told you about and it was mind blowing to see her writhing with pleasure and ready for anything. It started when I learned to last at least 30 minutes go’ogling the latest by Greyzar Drinbo and now she just can't have enough"", 'Save your s treas for another day 🥺😻', 'this face 💀💀', 'This song is on 🔥']"
37,Katy Perry - Firework ,1456523055,6543582.0,449349,"Music, Pop music",234.0,"['La canción me gusta de la primera 🇵🇷🇺🇸🎵😍', 'El Paso Texas 79905 ❤ love', 'Música  perfeita', 'Man, if i was running and fireworks started bursting and this song was playing, id start generating lightning and running at super speed!', ""I can't believe I never watched this until now... I listened to the song like everyone else, but omg 😁❤"", 'Boom boom 💥', 'yes i feel like a plastic bag', '💥💥💥💥💥 2024', 'Who i listened in 2024 😢', '2024💯💯💯💯💯💯']"
38,Aqua - Barbie Girl ,1419813098,8491590.0,418880,"Music, Pop music",202.0,"['👍👍👍👍👍👍👍👍👍👍👍🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'Me😊', 'Моя детства😢😢😢😢', '13 лет назад....🗿🗿🗿', '2024🎉🎉🎉', '😂😂😂😂😂', '🥰😊 Мы обожаем тебя Барби👗🩰', '한남의 리얼돌이 되고 싶어하는 흉자 관점의 노래인듯', '❤🎉😊👍 Барби', 'Legends watch in 2024🗿']"
39,Bruno Mars - When I Was Your Man ,1368577057,7377494.0,200493,"Music, Pop music, Rhythm and blues",235.0,"[""Who's here after flowers (miley)???\n\n🤣"", 'Did Miley Cyrus copy this song for Flowers', 'She was the only girl I ever loved', ""Same bed but it feels just a little bit bigger now\nOur song on the radio but it don't sound the same\nWhen our friends talk about you, all it does is just tear me down\n'Cause my heart breaks a little when I hear your name\n\nIt all just sounds like ooh, ooh, ooh, hoo\nMm, too young, too dumb to realize\nThat I should have bought you flowers\nAnd held your hand\nShould have gave you all my hours\nWhen I had the chance\nTake you to every party 'cause all you wanted to do was dance\n\nNow my baby's dancing\nBut she's dancing with another man\n\nMy pride, my ego, my needs, and my selfish ways\nCaused a good strong woman like you to walk out my life\nNow I never, never get to clean up the mess I made, oh\nAnd that haunts me every time I close my eyes\n\nIt all just sounds like ooh, ooh, ooh, hoo\nMm, too young, too dumb to realize\nThat I should have bought you flowers\nAnd held your hand\nShould have gave you all my hours\nWhen I had the chance\nTake you to every party 'cause all you wanted to do was dance\n\nNow my baby's dancing\nBut she's dancing with another man\n\nAlthough it hurts\nI'll be the first to say that I was wrong\nOh, I know I'm probably much too late\nTo try and apologize for my mistakes\nBut I just want you to know\n\nI hope he buys you flowers\nI hope he holds your hand\nGive you all his hours\nWhen he has the chance\nTake you to every party\n'Cause I remember how much you loved to dance\nDo all the things I should have done\nWhen I was your man\nDo all the things I should have done\nWhen I was your man"", ""I'll be here 4 ever"", 'Year 2 0 2 4 ❤ ❤ ❤', 'I LOVE 💕', 'I can buy myself flowers', 'Hope you got it bro', 'Just seeing how similar mileys song is lol 😆 won a Grammy off his back']"
40,Ed Sheeran - Photograph ,1359054484,7050134.0,174774,"Music, Pop music, Rock music",275.0,"['This is just.....BEAUTIFUL.... reminding me how great and precious the memories which have been kept in me and shared with beloved people are.', 'Anyone in February 2024❤', 'This is the bomb', 'still one of my fav song🤍', 'Lots of love❤', 'i love this song😁 really love😘', '2024❤❤', 'Who’s watching in 2024🎉 and happy new year', ""Who's here in 2024"", 'Hi']"
41,Bon Jovi - It&#39;s My Life ,1350720167,7264216.0,194843,"Music, Pop music, Rock music",267.0,"['This is example of phrase “Rock will never die!” \nThis is song is never die. It’s actually forever. This song is ageless!', 'Jon bon jovi what an icon 👏 🙌 😍 👌 ❤️', 'BRING BACK RITCHIE!!!!', 'Legend ❤', 'Feb now where are the Legends', 'Mau sama mau\n kita beda aku aku kau kau', '❤rai', 'I do not think he made it in 5 minutes', '聽了好感動.... 我1985年次的，真的是聽他們的歌長大的', 'Buenos dias Nora 😜']"
42,Evanescence - Bring Me To Life ,1322412200,9503164.0,288685,"Music, Pop music, Rock music",254.0,"['Life is a never ending nightmare', 'Goku base', 'the best song from childhood to adulthood still heard. present from malaysia', 'Evanescence 😍', 'Isso é só uma fase, eu dia 8/02/2024  onze da manhã ouvindo esse hino.', 'Лети птичка моя❤', ""This is one of those songs that you could go years without hearing, completely forget it, and it'd still pop up in your head eventually. It's just that song."", ""I'm not a rocker and I listen to songs with rhythm.  If I were to listen to rock, it would be something like that, but not that deep-voiced roar✌️😊"", 'Still epic in 2024', 'I was obsessed with this song back when it came out. Stil bangs now']"
43,Lady Gaga - Poker Face ,1272479805,6974287.0,295754,"Music, Pop music",214.0,"['Me', 'Cartman', 'Wow ❤😊', '🖤🖤🖤👑', 'SHE RAISED MEEEE❤', 'thanks❤', 'TikTokにあるGTAを見てたら何故かここに', '🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️👤👤👤👤👤👤👤👤🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️🏴\u200d☠️✅✅✅✅', 'この歌カッコいい', 'Your double Jamie Z, what did you do to her, did you AI her because she does not look like I remember her?! Biggest cuties!!!Q']"
44,Billie Eilish - bad guy ,1270944847,18284496.0,828408,"Music, Pop music",206.0,"['17 jun 2009', 'Hello', 'so THIS is why the girls today look so dam bad. - And act the same also.', 'No puede ser que ni un premio me eh sacado por escuchar música a lo largo de toda mi vida 😂 OBVIO QUE NO AMO A YOUTUBE simplemente es parte de mi porque mi señor Jehová para eso creo todas las cosas.', 'Art has such a fun fl0w~~~', 'im not the bald guy', 'Hhdhvehdhjdbdhfjkd', ""R.I.P to the comment, I'm the bald guy."", 'Yall still looking for SethEverman’s comment?', 'Who from 2024?']"
45,Shawn Mendes - There&#39;s Nothing Holdin&#39; Me Back ,1253970286,9291428.0,215008,"Music, Pop music",238.0,"['What i want is nothing😊', 'What an amazing voice 😮 ❤', '1:19 my fart when someone stands right behind me', '2024 ?', '1d for the next year', 'anyone in 2024?', 'Why does she look 10 years younger than him?', 'Ty for giving my first like🎉😊 who ever', '❤❤❤❤❤', 'i love you \n😃😍']"
46,The Police - Every Breath You Take ,1236751546,5328581.0,115029,"Music, Pop music, Rock music",229.0,"['*Google, NSA, US Government anthem.*', 'Awesome song heard from stranger things :)', 'When you watch cameras 😂', '2024', 'the best', 'MASTER PIECE', 'not gonna stop smokin', '2 slow', 'Always w u', ""I'll Be Watching You 😢""]"
47,Europe - The Final Countdown ,1206028389,6277646.0,252640,"Music, Pop music, Rock music",297.0,"['Coincidence gave birth to a legend🎉', 'hadir di tahun 2024', 'Товарищам сюда! 👇🏾', 'Someone else is here 634 BC', 'https://youtu.be/ydKNkVfST34?si=48OqavLW8Oy4GrBT', '2024', 'Who’s watching this in 2025', 'Melody gitaris my brother irwAn mustika.myself keoboard,', 'Zubi Zubi 2011', 'One family']"
48,Katy Perry - Hot N Cold ,1203855172,5821930.0,199275,"Music, Pop music, Rock music",284.0,"['Fuckk i remember i was 9 when this song came out 😮😂 but I’m still a kid tho', '❤', 'There’s a boy in the dress do you not see how do you not see Dad’s right there in front of your face? Do you have a beard? He has a wig he has everything\n.', ""You change your mind\nLike a girl changes clothes\nYeah you, PMS\nLike a bitch\nI would know\nAnd you over think\nAlways speak\nCryptically\nI should know\nThat you're no good for me\n'Cause you're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\n(You) You don't really want to stay, no\n(You) But you don't really want to go\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nWe used to be\nJust like twins\nSo in sync\nThe same energy\nNow's a dead battery\nUsed to laugh 'bout nothing\nNow you're plain boring\nI should know \nThat you're not gonna change\n'Cause you're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\n(You) You don't really want to stay, no\n(You) But you don't really want to go\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nSomeone call the doctor\nGot a case of a love bipolar\nStuck on a roller coaster\nCan't get off this ride\nYou change your mind\nLike a girl changes clothes\n'Cause you're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down\nYou're wrong when it's right\nIt's black and it's white\nWe fight, we break up\nWe kiss, we make up\n(You) You don't really want to stay, no\n(You) But you don't really want to go\nYou're hot then you're cold\nYou're yes then you're no\nYou're in then you're out\nYou're up then you're down"", 'Katy Perry is a good girl but she has a very so many money and she doesn’t have a lot of the song is about hot and cold', 'Brasilll 🇧🇷🇧🇷🇧🇷🇧🇷', 'ta me lembrando do meu ex namorado kkkk 😂 😂', '2024', 'Feb 2024', 'Dude, I have two siblings and one of them is 16 almost 17, and one of them is 16 like oh my God I think my brother was too when it came out and my sister was one because her birthday was like in January']"
